id,respondent,categorical_variable,personal_id,IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI,AR,CO,KY,OK,PA,WV,MT,WY,census_region,education,household_income,age,gender
1987,3122273039,West,Not at all,,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,1,,Mountain,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
1988,3122271739,Upper Midwest,Some,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,1,1,East North Central,Graduate degree,"$25,000 - $49,999",> 60,Male
1989,3122271559,East Central Pennsylvania,Some,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,,,
1990,3122269419,Southwest,Some,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,West South Central,Graduate degree,"$150,000+",45-60,Male
1991,3122269359,"Midwest America, Indiana, USA,",A lot,1,1,1,,1,,1,,,1,,,,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",30-44,Male
1992,3122269111,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",30-44,Female
1993,3122268989,Midwest,Some,,,1,,,1,,,1,1,1,1,,,,,,,,,West North Central,Less than high school degree,"$150,000+",18-29,Female
1994,3122268867,North east,Not at all,1,1,1,1,,1,1,1,,,,1,,,,,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",45-60,Male
1995,3122268090,mid-atlantic coastal area,Not at all,1,1,1,1,,,,1,,1,,1,,,,1,,,,,South Atlantic,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
1996,3122266747,Eastern midwest,Some,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",30-44,Male
1997,3122266568,Weather Fabulous,Not at all,1,1,1,,1,1,,,,1,,1,,,,,,,,,Pacific,Graduate degree,"$150,000+",45-60,Female
1998,3122266245,Western Pennsylvania,Not much,1,1,1,1,,1,1,1,1,,1,1,1,,,1,,,,,Middle Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Male
1999,3122266005,midwest,A lot,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,West South Central,Some college,"$50,000 - $99,999",18-29,Female
2000,3122263271,I live in the Rocky Mountain region.,Some,1,1,1,1,,,,1,,1,1,1,,,,1,,,,,Mountain,Graduate degree,"$100,000 - $149,999",30-44,Male
2001,3122262573,Midwest,Some,1,1,1,1,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
2002,3122261544,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",45-60,Male
2003,3122261307,Midwest,Some,1,1,,,1,1,1,,,1,,1,,,,,,,,,East North Central,Some college,"$150,000+",30-44,Female
2004,3122261069,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,,,,,
2005,3122260759,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,,,,,
2006,3122259906,southern plains,Some,1,1,1,1,,1,1,1,,,,1,,,,,,,,,West South Central,Associate or bachelor degree,"$150,000+",30-44,Female
2007,3122259149,Northeast,Not at all,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",45-60,Male
2008,3122259128,midwest,Some,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,
2009,3122258887,Mid Atlantic,Some,1,1,1,,,1,1,1,,1,,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
2010,3122258373,"Beautiful, narrow-minded and disconnected",Not at all,1,1,1,,1,1,1,1,,1,,1,1,,,1,,,,,Mountain,Associate or bachelor degree,"$100,000 - $149,999",18-29,Female
2011,3122258111,NW,Not much,,,,,,,,,,,,,,,,,,,1,,,,,,
2012,3122257448,Northwest,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,,Mountain,Graduate degree,"$50,000 - $99,999",45-60,Male
2013,3122256230,south,Not at all,1,1,1,1,1,1,1,1,1,,1,1,,1,,1,,,1,1,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
2014,3122254956,Great Lakes Region.,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Female
2015,3122254869,northeast,Not at all,,,,,,,,,,1,,,,,,,,,,,,,,,
2016,3122254212,MID WEST,Some,,,,,,,,,,,,1,,,,,,,,,East North Central,Graduate degree,"$0 - $24,999",> 60,Female
2017,3122253252,Midwest,A lot,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,
2018,3122252259,West,Not much,,,1,1,,,,1,1,1,1,,,1,,1,,,,1,Mountain,Some college,"$0 - $24,999",18-29,Female
2019,3122251173,Pacific Northwest,Not at all,,,,1,,,,,,,,,,1,,1,,,,,,,,,
2020,3122249871,Texas  southeast,A lot,,,,1,,,,1,,,,,,1,,1,,,,,West South Central,Some college,"$0 - $24,999",> 60,Female
2021,3122249192,mid west,A lot,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,,,,East North Central,Some college,"$150,000+",> 60,Female
2022,3122249112,The far west.,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,Pacific,Graduate degree,"$25,000 - $49,999",> 60,Male
2023,3122248488,Northeast,Not at all,,,,1,,,,1,1,,1,,,1,,1,,,1,1,New England,Associate or bachelor degree,"$150,000+",> 60,Female
2024,3122248251,South,Not at all,,1,,1,1,,1,,1,1,1,1,,,1,,,,,,West South Central,Associate or bachelor degree,"$0 - $24,999",30-44,Female
2025,3122247627,South,Not much,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,West South Central,Associate or bachelor degree,"$150,000+",30-44,Male
2026,3122246848,Southeast,Not at all,1,1,1,1,,,,1,,1,,,,,,,,,,,South Atlantic,Some college,"$0 - $24,999",> 60,Female
2027,3122244813,Midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Female
2028,3122241667,Southeast,Not at all,1,1,1,1,,,1,1,,1,1,,,,,1,,,,1,West South Central,Some college,"$50,000 - $99,999",45-60,Female
2029,3122241174,"NorthEast, New England",Not at all,1,1,,1,,1,1,,,1,,1,,1,,1,,,,,New England,Associate or bachelor degree,"$150,000+",> 60,Male
2030,3122240033,Northern California,Not at all,,,1,,,,,1,1,,,1,,1,,,,,,,,,,,
2031,3122238658,the west,Not at all,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,Mountain,Associate or bachelor degree,"$150,000+",45-60,Male
2032,3122238304,Southeast,Not at all,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,South Atlantic,Graduate degree,"$100,000 - $149,999",45-60,Male
2033,3122238056,south central Virginia,Not at all,,,1,,,1,,1,1,,1,,,1,,1,,,1,1,South Atlantic,High school degree,"$50,000 - $99,999",> 60,Female
2034,3122236261,Southwest,Not at all,,1,1,1,,1,1,1,1,,1,1,1,,,1,,,1,1,Pacific,Associate or bachelor degree,"$150,000+",45-60,Female
2035,3122235189,Middle America,Not much,1,,1,1,,1,1,1,1,,1,1,1,,,,,,,,East North Central,Some college,"$150,000+",45-60,Male
2036,3122235038,Northeast,Not at all,,1,,1,,,,,,1,,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
2037,3122234543,Midwest - Northeast Ohio,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,High school degree,"$0 - $24,999",30-44,Female
2038,3122233923,Livingston County,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,,,,,
2039,3122233542,USA,Not at all,,1,1,1,1,,,1,1,1,,1,,1,1,1,,,1,1,Middle Atlantic,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
2040,3122233521,"the mid-Atlantic region...or else maybe ""D.C. suburbs""",Not at all,,,1,1,1,1,1,1,1,,1,,,1,,1,,,1,1,South Atlantic,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
2041,3122232538,Midwest,Some,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
2042,3122232033,Northeast,Not at all,1,1,,1,,,1,1,,1,,,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$25,000 - $49,999",> 60,Male
2043,3122230654,Midwest,A lot,1,1,1,1,1,1,,1,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$0 - $24,999",30-44,Male
2044,3122230600,Midwest,Some,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",> 60,Female
2045,3122227287,The South,Some,,1,,1,1,,,,,1,,,,,1,,,,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",> 60,Female
2046,3122226618,Midwest,Some,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Female
2047,3122226448,North,Some,,,1,1,,,,1,,,1,,,,,1,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Male
2048,3122222344,south,Not at all,,,,,,,,,,,,,,1,,1,,,,,,,,,
2049,3122219347,Northeast,Not at all,,,1,1,,,,1,,,,,,,,1,,,,,Middle Atlantic,Graduate degree,"$150,000+",> 60,Female
2050,3122216655,Rednecksville,Not at all,,,,1,,,1,1,,,,,1,,,1,,,,,West South Central,Graduate degree,"$50,000 - $99,999",45-60,Female
2051,3122214976,The Midwest,Some,1,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,East North Central,Graduate degree,"$100,000 - $149,999",> 60,Male
2052,3122214526,Inland Northwest,Not at all,1,1,1,,1,1,1,1,,1,,1,,,,,,,,,Pacific,Associate or bachelor degree,"$150,000+",45-60,Male
2053,3122212353,western PA,Some,1,1,1,,1,1,,,,1,,1,,,,,,,,,Middle Atlantic,Graduate degree,,> 60,Male
2054,3122209127,Southeast,A lot,1,1,1,1,1,1,1,1,,1,,1,,,1,,,1,,,South Atlantic,Associate or bachelor degree,"$25,000 - $49,999",18-29,Female
2055,3122207865,Kind of midwest,Some,,,1,1,1,1,,1,,1,,,,,,1,,,,,,,,,
2056,3122206959,Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,1,,,,,,
2057,3122206908,California,Some,1,1,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,Pacific,Graduate degree,"$150,000+",> 60,Male
2058,3122206749,Monterey Bay Area,Not at all,,,1,1,1,1,,1,1,,1,1,,1,,,,,,,Pacific,Graduate degree,"$25,000 - $49,999",> 60,Male
2059,3122205694,midwest,Not much,1,1,,1,,,1,1,1,,1,1,,,,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
2060,3122204597,Upper midwest,A lot,,,1,1,,1,1,1,1,,1,1,1,,,1,,,,,,,,,
2061,3122201908,The Eastern Alaska,Not at all,,,1,1,,1,1,1,1,,1,,1,1,,1,,,1,1,East North Central,Some college,"$150,000+",18-29,Male
2062,3122200993,northeastern,Some,,,1,,,,,1,,,,1,1,1,1,1,,,,,Middle Atlantic,Some college,"$25,000 - $49,999",45-60,Female
2063,3122199206,Mid Atlantic,Not at all,1,1,1,1,1,1,1,1,,1,,1,1,,,1,,,,1,South Atlantic,Graduate degree,"$25,000 - $49,999",> 60,Female
2064,3122197158,midwest,Not much,1,1,,,,,1,,,1,,,,,1,,,,,,East North Central,Graduate degree,,> 60,Female
2065,3122194586,South,Not much,,,1,1,,,1,1,,,,,,1,,,,,,,East South Central,,,45-60,Male
2066,3122194555,West,Not at all,1,1,1,,1,1,,,1,1,1,1,,,,,,,,,Mountain,Graduate degree,"$150,000+",30-44,Female
2067,3122193541,Midwest,A lot,1,1,1,1,1,,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$150,000+",> 60,Male
2068,3122192280,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$150,000+",> 60,Male
2069,3122190572,Northeast,Not at all,,,,,,,,,,,,,,1,,1,,,1,,New England,Graduate degree,"$50,000 - $99,999",30-44,Male
2070,3122190270,not sure,Some,,,,,,,,,,1,,,,,,,,,,,East North Central,High school degree,"$25,000 - $49,999",18-29,Female
2071,3122187903,high desert,Not at all,,1,1,1,,,1,1,,1,,1,,,,,,,,,Mountain,Some college,"$25,000 - $49,999",> 60,Female
2072,3122187629,Midwest,Not at all,1,1,1,1,,1,1,1,,,,1,,,,1,,,,,West North Central,Graduate degree,"$150,000+",> 60,Female
2073,3122187088,partial South but not deep South.,Not at all,1,1,,1,,,1,1,,,,,,,,1,,,,,,,,,
2074,3122186931,North West,Not at all,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,Pacific,Some college,"$150,000+",18-29,Male
2075,3122184255,hell,Not at all,1,1,1,,1,1,1,1,1,,1,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",45-60,Female
2076,3122182877,The beautiful Northwest of the United States.,Not at all,,,,1,,,,1,,,,,1,1,,1,,,,1,Pacific,Some college,"$0 - $24,999",> 60,Female
2077,3122182540,midwest,Some,1,1,1,,1,,1,,,1,,1,,,,,,,,,,,,,
2078,3122178372,Northeast,Not at all,1,1,1,1,,,1,,,1,,,,,1,1,,,,,West South Central,Some college,"$25,000 - $49,999",18-29,Male
2079,3122178355,One of the best places in te entire world,Not at all,,,1,1,,,,,,,,,,,,,,,1,,West South Central,High school degree,"$150,000+",18-29,Male
2080,3122178203,Lower North-East,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",30-44,Male
2081,3122176690,Cold closed,Not at all,1,1,,1,,,,,,,,,1,,,,,,,,,,,,
2082,3122176221,Southwest,Not at all,1,1,1,1,1,1,,1,,,,1,,,,,,,,,Mountain,Graduate degree,"$50,000 - $99,999",> 60,Female
2083,3122175980,south,Not much,,,,1,,,1,,,,,,,1,,1,,,,1,,,,,
2084,3122174071,new england,Not much,1,1,1,1,,,,1,,1,,,1,,1,,,,,,New England,Graduate degree,"$150,000+",45-60,Female
2085,3122171076,The subtropics,Not much,,,,1,,,,1,,,,,,1,,1,,,,,South Atlantic,Some college,"$50,000 - $99,999",45-60,Male
2086,3122170681,suburbs,Not at all,,1,1,,,1,,1,1,,1,,1,,,,,,1,,Middle Atlantic,Graduate degree,"$25,000 - $49,999",> 60,Female
2087,3122169270,Southern California,Not at all,1,,1,,1,1,,,,1,,1,,,,,,,,,Pacific,Associate or bachelor degree,"$150,000+",45-60,Female
2088,3122168925,US NorthEast,Not at all,1,,1,1,,1,1,,1,1,1,1,,,,,,,,,New England,Some college,"$25,000 - $49,999",45-60,Female
2089,3122168810,midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,1,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",> 60,Male
2090,3122168505,Mid-Atlantic,Not at all,1,,1,1,,,1,1,,,,1,,,,,,,,,Middle Atlantic,Associate or bachelor degree,"$50,000 - $99,999",30-44,Male
2091,3122167313,Southwest,A lot,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,Mountain,Graduate degree,"$150,000+",> 60,Male
2092,3122167117,Midwest,Some,1,1,1,1,1,1,1,,,1,,1,1,,1,1,,,,,East North Central,Graduate degree,"$150,000+",45-60,Female
2093,3122165010,Pacific Northwest,Not at all,1,1,1,,1,1,,1,1,1,1,,,,,,,,,,Pacific,Some college,"$25,000 - $49,999",30-44,Female
2094,3122164919,Appalachia,Not at all,1,1,1,1,,,,1,1,1,,,,1,1,,,,,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
2095,3122164693,The West,Not at all,1,1,1,1,,,1,1,1,1,1,,,1,,1,,,1,1,Pacific,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
2096,3122161409,East,Not at all,,,,1,,,1,1,,,,1,,,,,1,,,,,,,,
2097,3122161048,the Midwest,A lot,1,1,1,1,,1,1,1,1,,1,1,,,,,,,,,,,,,
2098,3122159064,midwest,Not at all,1,1,,,1,,,,,1,,,,,1,,,,,,East North Central,Some college,"$25,000 - $49,999",> 60,Male
2099,3122158675,Northeast,Not much,,1,1,,,1,,,,,,,,,,,,,,,,,,,
2100,3122157808,South Central Kentucky,Not at all,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,East South Central,Graduate degree,"$150,000+",> 60,Male
2101,3122156269,south,Not much,,,,,,,,,,,,,,1,,,,,,,West South Central,Associate or bachelor degree,"$50,000 - $99,999",45-60,Female
2102,3122156038,The Northeast,Not at all,1,1,1,1,,,,1,,,,,,,,,,,,,New England,Graduate degree,"$150,000+",> 60,Female
2103,3122155716,Sf,Not at all,,,,,,,,1,,1,1,,,1,1,,,,,1,Pacific,Associate or bachelor degree,"$50,000 - $99,999",18-29,Male
2104,3122154161,North East,Not at all,,,1,1,,,1,1,,,,1,,,,1,,,,1,Middle Atlantic,Associate or bachelor degree,,30-44,Male
2105,3122154082,in a mess,Not at all,,,,,,,,1,,,,,,1,,,,,,1,West South Central,High school degree,"$25,000 - $49,999",> 60,Female
2106,3122152860,Northeast,Not at all,,,1,,,,,,,,,,,,,,,,1,,,,,,
2107,3122152852,Mid Atlantic,Not at all,1,1,1,1,,,,,,1,,,,,,,,,,,Middle Atlantic,Graduate degree,"$150,000+",> 60,Male
2108,3122152103,Pacific Northwest,Not much,,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,1,1,Pacific,Some college,"$150,000+",18-29,Female
2109,3122151257,Texas,Not at all,1,1,,,,,,,,1,,,,,1,,,,,,West South Central,Some college,"$25,000 - $49,999",45-60,Male
2110,3122151243,usa,Not at all,,,,1,,,1,,,1,,,,,,1,,,,,South Atlantic,Some college,"$0 - $24,999",30-44,Male
2111,3122150236,northeast,A lot,,,,,,,,,,1,,,,,,,,,,,East North Central,Graduate degree,"$0 - $24,999",45-60,Female
2112,3122149073,Eastern,Not at all,1,1,1,1,,,1,1,,1,,,1,,1,1,,,,,Middle Atlantic,Associate or bachelor degree,"$150,000+",18-29,Female
2113,3122147669,south east,Not at all,,,1,1,,,1,1,,,,,1,1,,1,,,,,East South Central,,,> 60,Female
2114,3122145352,Midwest,Some,1,1,1,1,1,,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",30-44,Female
2115,3122144764,Great American Mid-West,Some,1,1,1,,1,1,1,,,1,,,,,1,,,1,1,,East North Central,Associate or bachelor degree,"$25,000 - $49,999",> 60,Male
2116,3122143619,Midwest,A lot,1,,,,1,1,,,,1,,,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Female
2117,3122142922,west coast,Not much,,,1,1,,,,1,,,,1,1,,,1,,,,,Pacific,Some college,"$150,000+",45-60,Female
2118,3122140713,Midwest,A lot,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,West North Central,Some college,"$100,000 - $149,999",> 60,Female
2119,3122133054,west,Not much,1,1,1,,,,,,,1,,,,,,,,,,,Pacific,Associate or bachelor degree,"$100,000 - $149,999",> 60,Female
2120,3122132229,Merry Go Round of Weather!,Some,1,1,1,,,,1,,,1,,,,,,,,,,,South Atlantic,Graduate degree,,> 60,Female
2121,3122131698,Texas.,Not at all,1,,1,1,1,1,1,1,,1,,,,,,1,,,,,West South Central,Graduate degree,"$50,000 - $99,999",30-44,Female
2122,3122129436,"Rural, city like",Not much,1,1,,,1,1,,,,1,,1,,,,,,,,,East North Central,Some college,"$0 - $24,999",18-29,Female
2123,3122124715,The south,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,West South Central,Associate or bachelor degree,"$25,000 - $49,999",30-44,Female
2124,3122124351,South,Not at all,1,1,1,1,,,1,,,1,,,,,,,,,,,West South Central,Some college,"$100,000 - $149,999",30-44,Female
2125,3122124111,midwesr,A lot,,,,,,1,,,1,,1,1,,,,,,,,,West North Central,Some college,"$25,000 - $49,999",> 60,Male
2126,3122123806,east coast,Not at all,1,1,1,1,1,,1,1,,,,,1,,1,1,,,,,Middle Atlantic,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
2127,3122123558,North Central Pa.,Not much,,1,1,1,,,1,1,,,,,1,,,1,,,,,,,,,
2128,3122117623,depressed,Not at all,1,,,,1,,,,,1,,,,,1,,,,,,Pacific,Graduate degree,"$100,000 - $149,999",> 60,Male
2129,3122116933,Midwest,A lot,1,1,1,1,1,1,1,1,,1,,1,,,,,1,,,,East North Central,Some college,"$50,000 - $99,999",> 60,Female
2130,3122116872,northeast,Not at all,,,1,1,,,,,,,,1,,,,,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",45-60,Female
2131,3122116749,the midwest,A lot,1,,1,,1,,,,1,,1,1,,,,,,,,,West North Central,Some college,"$50,000 - $99,999",45-60,Female
2132,3122116207,the most beautiful desert in the world!,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,Mountain,Associate or bachelor degree,"$150,000+",45-60,Female
2133,3122115928,The Bay Area,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,1,1,Pacific,Associate or bachelor degree,"$0 - $24,999",18-29,Female
2134,3122115399,midwest,A lot,1,1,1,,1,1,,,,1,,1,,,,,,,,,West North Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
2135,3122114392,Midwest,Some,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,West North Central,Some college,"$25,000 - $49,999",30-44,Female
2136,3122114269,southwest,Not at all,,1,1,1,,1,1,1,1,,1,,,,,1,,,,,West South Central,Graduate degree,"$100,000 - $149,999",> 60,Male
2137,3122113449,New England,Not at all,,,1,,1,,,1,,1,,1,,1,,1,,,1,1,New England,Graduate degree,"$25,000 - $49,999",18-29,Female
2138,3122111072,Midwest,Some,1,1,1,1,,,1,1,1,,,,1,,,,,,,,,,,,
2139,3122111029,Northeastern United States (New Jersey),Not at all,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,Middle Atlantic,Some college,"$25,000 - $49,999",18-29,Female
2140,3122110957,New England,Not at all,1,1,1,1,,1,1,1,,1,,,1,,,,,,,,New England,Associate or bachelor degree,"$100,000 - $149,999",45-60,Female
2141,3122110040,midwest,Some,1,1,1,1,1,,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
2142,3122107483,New England,Not at all,1,1,1,1,1,1,,1,,1,,1,,,,,,,,,New England,,,> 60,Female
2143,3122107048,trashy and racist,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Middle Atlantic,Some college,"$25,000 - $49,999",45-60,Female
2144,3122105864,rural-desert,A lot,1,1,1,1,1,1,1,,1,1,,1,,,,1,,,,,Mountain,Some college,"$0 - $24,999",> 60,Female
2145,3122104069,Midwest,A lot,1,1,1,,1,1,1,,,1,,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Male
2146,3122103336,Pacific Coast,Not at all,,,1,1,,,1,1,,,,,,,1,1,,,,,Pacific,Associate or bachelor degree,"$50,000 - $99,999",> 60,Female
2147,3122103230,Midwest,A lot,,,,1,,,,,,,,,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",30-44,Male
2148,3122102409,west coast,Not at all,,,1,1,,,1,1,,,,,,,,,,,,1,Pacific,Associate or bachelor degree,"$25,000 - $49,999",30-44,Male
2149,3122102092,Mid-eastern appalachia,Not at all,,,,1,,,,1,,,,,,1,,,,,,1,East South Central,Associate or bachelor degree,"$50,000 - $99,999",30-44,Female
2150,3122100987,The South,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,East South Central,Some college,"$100,000 - $149,999",30-44,Male
2151,3122100375,The Midwest,Not much,,,,1,,,1,1,1,,1,,,,,1,,,,1,West North Central,Graduate degree,"$150,000+",18-29,Female
2152,3122100270,Southwest,Some,1,1,1,,1,1,1,,1,1,1,1,,,,,,,,,Mountain,Graduate degree,"$100,000 - $149,999",18-29,Female
2153,3122096645,Suthe eastern US,Not at all,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,,1,1,South Atlantic,High school degree,"$0 - $24,999",> 60,Female
2154,3122095323,chicagoland,A lot,1,1,1,,,,,,,,,,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",45-60,Male
2155,3122094496,The South,Some,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,South Atlantic,Graduate degree,"$50,000 - $99,999",> 60,Female
2156,3122092669,Mid-west,A lot,1,1,1,,1,1,1,,,,,1,,,,,,,,,East North Central,Graduate degree,"$150,000+",45-60,Female
2157,3122092470,Mid-south,Some,1,1,1,1,,1,1,1,,,,1,,,,,,,,,,,,,
2158,3122092178,East coast,Not at all,,,1,1,,,,1,,,,,1,,,1,,,,,Middle Atlantic,Some college,"$50,000 - $99,999",> 60,Female
2159,3122091894,The Southeast,Not at all,1,1,1,1,,1,1,1,,1,,1,1,,,1,,,,,South Atlantic,Some college,"$150,000+",18-29,Male
2160,3122089795,midwest,A lot,1,,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,West North Central,Graduate degree,"$0 - $24,999",18-29,Female
2161,3122089166,boring,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,East North Central,Graduate degree,"$0 - $24,999",18-29,Female
2162,3122088577,Midwest,A lot,1,1,1,1,1,1,1,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
2163,3122088535,Northern Plains,Some,,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,West North Central,Associate or bachelor degree,"$100,000 - $149,999",45-60,Male
2164,3122088510,midwest,Some,1,1,1,,,1,1,1,,,1,1,,,,,,,,,East North Central,Some college,"$50,000 - $99,999",30-44,Male
2165,3122088226,midwest,A lot,1,,,,,,,,,,,,,,,,,,,,East North Central,Graduate degree,"$150,000+",18-29,Female
2166,3122086896,Southwest,Not at all,1,1,1,,1,1,,1,,1,,1,,,,,,,,,West South Central,Graduate degree,"$100,000 - $149,999",45-60,Male
2167,3122086415,Rocky Mountain Region,Not at all,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,Mountain,Graduate degree,"$150,000+",45-60,Female
2168,3122084692,Midwest,A lot,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,East North Central,Graduate degree,"$25,000 - $49,999",18-29,Female
2169,3122084387,Mid Wst,Not much,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Associate or bachelor degree,"$100,000 - $149,999",> 60,Male
2170,3122084078,midwest,Some,1,1,1,,1,1,,,,1,,1,,,,,,,,,East North Central,Graduate degree,"$50,000 - $99,999",45-60,Male
2171,3122082689,New England,Not at all,1,1,1,,1,,1,,,1,,,,,,,,,,,New England,Graduate degree,"$150,000+",> 60,Male
2172,3122082516,eastern usa,Not at all,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,,1,,,Middle Atlantic,Some college,"$100,000 - $149,999",45-60,Female
2173,3122081591,the suburbs of philadelphia,Not much,,,,1,,,,1,,,1,,,,,,,,1,1,Middle Atlantic,Some college,"$150,000+",18-29,Female
2174,3122080743,Northern America,Not at all,,,,,,,,,,,,,,1,,,,,,,New England,Some college,"$150,000+",18-29,Female
2175,3122080583,Midwest,A lot,1,1,1,,,,,,,1,,,,,,,,,,,East North Central,Graduate degree,"$100,000 - $149,999",45-60,Male
2176,3122080288,upper mid-west,Some,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
